Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Login Type,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
DEBIT,3,2,-14.59,464.42,Late delivery,1,9,Basketball,Demo City,EE. UU.,XXXXXXXXX,Demo,876,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,4,Team Sports,37.9692,94.5923,Pacific Asia,Demo City,Demo Country,876,12/9/2023 03:00,14,103,217.13,0.2904,14,373.85,-0.0275,2,747.7,530.57,-14.59,Southeast Asia,NA,COMPLETE,90001,103,9,Basketball Item #103,373.85,0,12/12/2023 03:00,Second Class
DEBIT,4,4,12.35,76.94,Shipping on time,0,10,Camping & Hiking,Demo City,EE. UU.,XXXXXXXXX,Demo,196,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,7,Outdoors,22.44,54.4276,Europe,Demo City,Demo Country,196,2/23/2023 11:00,15,78,14.95,0.1555,15,96.12,0.1521,1,96.12,81.17,12.35,Northern Europe,NA,COMPLETE,90001,78,10,Camping & Hiking Item #78,96.12,0,2/27/2023 11:00,Standard Class
DEBIT,3,4,54.69,926.65,Advance shipping,0,7,Women's Apparel,Demo City,EE. UU.,XXXXXXXXX,Demo,853,Customer,Individual,Home Office,CA,XXXXXXXXX,90001,5,Apparel,-49.5141,-60.482,Africa,Demo City,Demo Country,853,2/25/2023 02:00,16,61,455.46,0.305,16,298.66,0.0527,5,1493.3,1037.84,54.69,Southern Africa,NA,PENDING_PAYMENT,90001,61,7,Women's Apparel Item #61,298.66,0,2/28/2023 02:00,Standard Class
DEBIT,3,4,32.34,260.78,Advance shipping,0,2,Cameras,Demo City,EE. UU.,XXXXXXXXX,Demo,770,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,2,Electronics,8.869,-23.252,Pacific Asia,Demo City,Demo Country,770,2/25/2022 01:00,17,143,71.09,0.1917,17,370.83,0.1079,1,370.83,299.74,32.34,Southeast Asia,NA,COMPLETE,90001,143,2,Cameras Item #143,370.83,0,2/28/2022 01:00,Standard Class
DEBIT,7,4,13.08,98.89,Late delivery,1,11,Hunting & Shooting,Demo City,EE. UU.,XXXXXXXXX,Demo,279,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,7,Outdoors,-28.1658,-93.6953,Africa,Demo City,Demo Country,279,6/20/2023 04:00,18,170,28.31,0.2102,18,44.9,0.1229,3,134.7,106.39,13.08,Southern Africa,NA,PENDING,90001,170,11,Hunting & Shooting Item #170,44.9,0,6/27/2023 04:00,Standard Class
DEBIT,2,2,38.49,253.51,Shipping on time,0,12,Baseball & Softball,Demo City,EE. UU.,XXXXXXXXX,Demo,162,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,4,Team Sports,-37.3257,-102.5957,LATAM,Demo City,Demo Country,162,12/19/2022 02:00,19,35,70.27,0.1994,19,352.43,0.1364,1,352.43,282.16,38.49,South America,NA,ON_HOLD,90001,35,12,Baseball & Softball Item #35,352.43,0,12/21/2022 02:00,Second Class
DEBIT,1,1,-1.65,77.23,Shipping canceled,0,13,Cardio Equipment,Demo City,EE. UU.,XXXXXXXXX,Demo,584,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,1,Fitness,12.7366,49.9281,Pacific Asia,Demo City,Demo Country,584,12/9/2022 05:00,20,182,6.64,0.0646,20,20.55,-0.0172,5,102.75,96.11,-1.65,Eastern Asia,NA,CANCELED,90001,182,13,Cardio Equipment Item #182,20.55,0,12/10/2022 05:00,First Class
DEBIT,3,2,-183.33,1807.96,Late delivery,1,14,Fitness Accessories,Demo City,EE. UU.,XXXXXXXXX,Demo,937,Customer,Individual,Home Office,CA,XXXXXXXXX,90001,1,Fitness,11.9153,-93.7721,Europe,Demo City,Demo Country,937,11/17/2023 16:00,21,107,97.48,0.0477,21,408.73,-0.0942,5,2043.65,1946.17,-183.33,Southern Europe,NA,PENDING_PAYMENT,90001,107,14,Fitness Accessories Item #107,408.73,0,11/20/2023 16:00,Second Class
DEBIT,3,4,84.75,446.48,Advance shipping,0,15,Kids' Golf Clubs,Demo City,EE. UU.,XXXXXXXXX,Demo,439,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,3,Golf,-12.8738,37.0854,Africa,Demo City,Demo Country,439,10/23/2023 10:00,22,126,62.77,0.1047,22,149.88,0.1579,4,599.52,536.75,84.75,Southern Africa,NA,PENDING_PAYMENT,90001,126,15,Kids' Golf Clubs Item #126,149.88,0,10/26/2023 10:00,Standard Class
DEBIT,2,0,2.51,67.98,Late delivery,1,15,Kids' Golf Clubs,Demo City,EE. UU.,XXXXXXXXX,Demo,265,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,3,Golf,-13.0041,90.3815,Pacific Asia,Demo City,Demo Country,265,1/25/2023 05:00,23,20,21.01,0.2347,23,89.53,0.0367,1,89.53,68.52,2.51,Eastern Asia,NA,ON_HOLD,90001,20,15,Kids' Golf Clubs Item #20,89.53,0,1/27/2023 05:00,Same Day
DEBIT,4,2,-11.6,155.26,Late delivery,1,11,Hunting & Shooting,Demo City,EE. UU.,XXXXXXXXX,Demo,930,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,7,Outdoors,-39.4069,-98.6777,USCA,Demo City,Demo Country,930,3/21/2022 07:00,24,36,71.03,0.3027,24,78.22,-0.0709,3,234.66,163.63,-11.6,US Center,NA,PENDING_PAYMENT,90001,36,11,Hunting & Shooting Item #36,78.22,0,3/25/2022 07:00,Second Class
DEBIT,5,2,73.87,936.48,Late delivery,1,1,Strength Training,Demo City,EE. UU.,XXXXXXXXX,Demo,631,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,1,Fitness,54.7169,-67.7551,LATAM,Demo City,Demo Country,631,7/17/2023 09:00,25,2,60.99,0.0539,25,226.32,0.069,5,1131.6,1070.61,73.87,Caribbean,NA,PENDING,90001,2,1,Strength Training Item #2,226.32,0,7/22/2023 09:00,Second Class
DEBIT,4,4,259.13,610.09,Shipping on time,0,9,Basketball,Demo City,EE. UU.,XXXXXXXXX,Demo,409,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,4,Team Sports,42.796,-109.4979,USCA,Demo City,Demo Country,409,8/9/2023 00:00,26,102,22.44,0.029,26,154.75,0.3449,5,773.75,751.31,259.13,Canada,NA,COMPLETE,90001,102,9,Basketball Item #102,154.75,0,8/13/2023 00:00,Standard Class
DEBIT,3,4,30.37,147.62,Advance shipping,0,15,Kids' Golf Clubs,Demo City,EE. UU.,XXXXXXXXX,Demo,420,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,5,Apparel,-16.6115,29.5905,LATAM,Demo City,Demo Country,420,2/25/2022 18:00,27,21,71.81,0.2963,27,242.36,0.1781,1,242.36,170.55,30.37,Central America,NA,COMPLETE,90001,21,15,Kids' Golf Clubs Item #21,242.36,0,2/28/2022 18:00,Standard Class
DEBIT,3,4,418.95,1729.13,Advance shipping,0,7,Women's Apparel,Demo City,EE. UU.,XXXXXXXXX,Demo,64,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,5,Apparel,42.9928,-55.7909,Europe,Demo City,Demo Country,64,12/15/2022 19:00,28,65,266.74,0.1255,28,425.09,0.2254,5,2125.45,1858.71,418.95,Western Europe,NA,COMPLETE,90001,65,7,Women's Apparel Item #65,425.09,0,12/18/2022 19:00,Standard Class
DEBIT,3,4,50.42,176.62,Advance shipping,0,6,Cleats,Demo City,EE. UU.,XXXXXXXXX,Demo,835,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,6,Fan Shop,25.3469,20.3043,Europe,Demo City,Demo Country,835,7/22/2022 19:00,29,102,17.46,0.0883,29,65.91,0.2797,3,197.73,180.27,50.42,Southern Europe,NA,COMPLETE,90001,102,6,Cleats Item #102,65.91,0,7/25/2022 19:00,Standard Class
DEBIT,0,1,144.11,669.12,Advance shipping,0,10,Camping & Hiking,Demo City,EE. UU.,XXXXXXXXX,Demo,490,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,7,Outdoors,-31.671,62.0032,LATAM,Demo City,Demo Country,490,11/29/2022 19:00,30,14,2.12,0.003,30,141.36,0.2045,5,706.8,704.68,144.11,Central America,NA,COMPLETE,90001,14,10,Camping & Hiking Item #14,141.36,0,11/29/2022 19:00,First Class
DEBIT,2,1,19.16,186.16,Late delivery,1,13,Cardio Equipment,Demo City,EE. UU.,XXXXXXXXX,Demo,804,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,1,Fitness,-25.8616,-31.747,Pacific Asia,Demo City,Demo Country,804,8/10/2023 20:00,31,149,14.75,0.0703,31,69.96,0.0982,3,209.88,195.13,19.16,Eastern Asia,NA,COMPLETE,90001,149,13,Cardio Equipment Item #149,69.96,0,8/12/2023 20:00,First Class
DEBIT,4,0,92.76,263.67,Late delivery,1,5,Men's Footwear,Demo City,EE. UU.,XXXXXXXXX,Demo,231,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,5,Apparel,-7.8,-82.0117,Europe,Demo City,Demo Country,231,2/20/2023 08:00,32,199,4.8,0.0148,32,323.99,0.2906,1,323.99,319.19,92.76,Western Europe,NA,PENDING,90001,199,5,Men's Footwear Item #199,323.99,0,2/24/2023 08:00,Same Day
DEBIT,3,4,26.89,609.8,Advance shipping,0,1,Strength Training,Demo City,EE. UU.,XXXXXXXXX,Demo,81,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,1,Fitness,21.7061,-102.1676,Pacific Asia,Demo City,Demo Country,81,5/20/2022 18:00,33,162,230.66,0.2424,33,317.19,0.0373,3,951.57,720.91,26.89,Eastern Asia,NA,COMPLETE,90001,162,1,Strength Training Item #162,317.19,0,5/23/2022 18:00,Standard Class
DEBIT,4,4,30.18,1993.97,Shipping on time,0,5,Men's Footwear,Demo City,EE. UU.,XXXXXXXXX,Demo,11,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,6,Fan Shop,7.5515,21.6602,USCA,Demo City,Demo Country,11,12/13/2022 21:00,34,18,51.4,0.0241,34,426.52,0.0145,5,2132.6,2081.2,30.18,Canada,NA,COMPLETE,90001,18,5,Men's Footwear Item #18,426.52,0,12/17/2022 21:00,Standard Class
DEBIT,3,4,22.97,1189.43,Advance shipping,0,8,Consumer Electronics,Demo City,EE. UU.,XXXXXXXXX,Demo,614,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,2,Electronics,37.6112,-104.4044,LATAM,Demo City,Demo Country,614,5/9/2023 12:00,35,106,485.18,0.2631,35,368.82,0.0169,5,1844.1,1358.92,22.97,South America,NA,CLOSED,90001,106,8,Consumer Electronics Item #106,368.82,0,5/12/2023 12:00,Standard Class
DEBIT,5,4,61.47,1046.12,Late delivery,1,14,Fitness Accessories,Demo City,EE. UU.,XXXXXXXXX,Demo,913,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,1,Fitness,-44.8728,45.8886,USCA,Demo City,Demo Country,913,9/16/2023 23:00,36,64,340.35,0.2402,36,354.24,0.0571,4,1416.96,1076.61,61.47,Canada,NA,COMPLETE,90001,64,14,Fitness Accessories Item #64,354.24,0,9/21/2023 23:00,Standard Class
DEBIT,3,4,114.62,370.8,Advance shipping,0,13,Cardio Equipment,Demo City,EE. UU.,XXXXXXXXX,Demo,732,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,1,Fitness,-34.5556,-105.9724,Europe,Demo City,Demo Country,732,4/2/2022 22:00,37,63,5.39,0.0116,37,92.85,0.2498,5,464.25,458.86,114.62,Southern Europe,NA,PENDING,90001,63,13,Cardio Equipment Item #63,92.85,0,4/5/2022 22:00,Standard Class
DEBIT,4,4,-55.32,993.83,Shipping on time,0,1,Strength Training,Demo City,EE. UU.,XXXXXXXXX,Demo,673,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,1,Fitness,20.867,-52.3967,Europe,Demo City,Demo Country,673,6/25/2022 09:00,38,56,572.93,0.3474,38,412.3,-0.0514,4,1649.2,1076.27,-55.32,Southern Europe,NA,COMPLETE,90001,56,1,Strength Training Item #56,412.3,0,6/29/2022 09:00,Standard Class
DEBIT,3,4,4.95,32.97,Advance shipping,0,16,Golf Bags & Carts,Demo City,EE. UU.,XXXXXXXXX,Demo,515,Customer,Individual,Home Office,CA,XXXXXXXXX,90001,3,Golf,28.419,72.5168,Pacific Asia,Demo City,Demo Country,515,7/23/2022 00:00,39,149,19.06,0.3427,39,18.54,0.1355,3,55.62,36.56,4.95,South Asia,NA,CLOSED,90001,149,16,Golf Bags & Carts Item #149,18.54,0,7/26/2022 00:00,Standard Class
DEBIT,0,1,205.76,1161.75,Advance shipping,0,8,Consumer Electronics,Demo City,EE. UU.,XXXXXXXXX,Demo,118,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,2,Electronics,-27.1563,72.4351,USCA,Demo City,Demo Country,118,4/3/2022 16:00,40,57,599.76,0.3316,40,361.74,0.1702,5,1808.7,1208.94,205.76,US Center,NA,PROCESSING,90001,57,8,Consumer Electronics Item #57,361.74,0,4/3/2022 16:00,First Class
DEBIT,5,4,238.83,625.1,Late delivery,1,4,Soccer,Demo City,EE. UU.,XXXXXXXXX,Demo,562,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,4,Team Sports,47.4827,-51.7277,USCA,Demo City,Demo Country,562,10/16/2022 17:00,41,105,70.53,0.086,41,410.07,0.3186,2,820.14,749.61,238.83,Canada,NA,COMPLETE,90001,105,4,Soccer Item #105,410.07,0,10/21/2022 17:00,Standard Class
DEBIT,5,2,6.97,80.34,Late delivery,1,15,Kids' Golf Clubs,Demo City,EE. UU.,XXXXXXXXX,Demo,380,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,5,Apparel,27.7628,-3.2381,LATAM,Demo City,Demo Country,380,4/13/2023 20:00,42,45,29.21,0.2339,42,124.9,0.0728,1,124.9,95.69,6.97,South America,NA,PENDING_PAYMENT,90001,45,15,Kids' Golf Clubs Item #45,124.9,0,4/18/2023 20:00,Second Class
DEBIT,1,1,80.51,629.61,Shipping on time,0,8,Consumer Electronics,Demo City,EE. UU.,XXXXXXXXX,Demo,110,Customer,Individual,Corporate,CA,XXXXXXXXX,90001,2,Electronics,-31.0692,27.0281,Pacific Asia,Demo City,Demo Country,110,3/21/2023 09:00,43,67,130.4,0.1569,43,166.22,0.1149,5,831.1,700.7,80.51,Eastern Asia,NA,PROCESSING,90001,67,8,Consumer Electronics Item #67,166.22,0,3/22/2023 09:00,First Class
DEBIT,3,4,98.1,430.78,Advance shipping,0,4,Soccer,Demo City,EE. UU.,XXXXXXXXX,Demo,279,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,4,Team Sports,28.0925,17.2678,Europe,Demo City,Demo Country,279,7/3/2023 18:00,44,111,61.87,0.1168,44,132.42,0.2097,4,529.68,467.81,98.1,Northern Europe,NA,ON_HOLD,90001,111,4,Soccer Item #111,132.42,0,7/6/2023 18:00,Standard Class
DEBIT,2,2,-35.82,1169.41,Shipping on time,0,16,Golf Bags & Carts,Demo City,EE. UU.,XXXXXXXXX,Demo,692,Customer,Individual,Home Office,CA,XXXXXXXXX,90001,3,Golf,-24.7847,92.3946,Europe,Demo City,Demo Country,692,8/30/2022 02:00,45,70,245.17,0.1486,45,412.47,-0.0255,4,1649.88,1404.71,-35.82,Southern Europe,NA,PENDING_PAYMENT,90001,70,16,Golf Bags & Carts Item #70,412.47,0,9/1/2022 02:00,Second Class
DEBIT,4,2,27.65,325.32,Late delivery,1,2,Cameras,Demo City,EE. UU.,XXXXXXXXX,Demo,817,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,2,Electronics,-31.8971,7.5002,Africa,Demo City,Demo Country,817,12/28/2022 05:00,46,155,106.71,0.2435,46,219.12,0.0834,2,438.24,331.53,27.65,North Africa,NA,PENDING,90001,155,2,Cameras Item #155,219.12,0,1/1/2023 05:00,Second Class
DEBIT,4,4,-47.31,534.76,Shipping on time,0,7,Women's Apparel,Demo City,EE. UU.,XXXXXXXXX,Demo,309,Customer,Individual,Home Office,CA,XXXXXXXXX,90001,5,Apparel,52.8801,27.7241,LATAM,Demo City,Demo Country,309,11/4/2023 20:00,47,64,21.75,0.0379,47,191.28,-0.0857,3,573.84,552.09,-47.31,Caribbean,NA,COMPLETE,90001,64,7,Women's Apparel Item #64,191.28,0,11/8/2023 20:00,Standard Class
DEBIT,7,4,-86.65,720.71,Late delivery,1,13,Cardio Equipment,Demo City,EE. UU.,XXXXXXXXX,Demo,697,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,1,Fitness,-41.7809,40.4702,Pacific Asia,Demo City,Demo Country,697,4/21/2023 13:00,48,41,160.95,0.1556,48,258.6,-0.0992,4,1034.4,873.45,-86.65,Southeast Asia,NA,COMPLETE,90001,41,13,Cardio Equipment Item #41,258.6,0,4/28/2023 13:00,Standard Class
DEBIT,0,1,90.36,963.12,Advance shipping,0,13,Cardio Equipment,Demo City,EE. UU.,XXXXXXXXX,Demo,997,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,1,Fitness,-19.2733,-27.623,Pacific Asia,Demo City,Demo Country,997,11/13/2022 03:00,49,145,484.24,0.3278,49,369.31,0.091,4,1477.24,993.0,90.36,Oceania,NA,COMPLETE,90001,145,13,Cardio Equipment Item #145,369.31,0,11/13/2022 03:00,First Class
DEBIT,3,4,140.93,518.2,Advance shipping,0,17,GPS Devices,Demo City,EE. UU.,XXXXXXXXX,Demo,110,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,2,Electronics,-12.6543,81.5872,Europe,Demo City,Demo Country,110,12/18/2022 10:00,50,159,143.46,0.2139,50,335.34,0.2673,2,670.68,527.22,140.93,Southern Europe,NA,COMPLETE,90001,159,17,GPS Devices Item #159,335.34,0,12/21/2022 10:00,Standard Class
DEBIT,4,4,35.41,412.95,Shipping on time,0,11,Hunting & Shooting,Demo City,EE. UU.,XXXXXXXXX,Demo,377,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,7,Outdoors,19.2325,-80.5462,USCA,Demo City,Demo Country,377,7/12/2022 05:00,51,42,230.07,0.3211,51,358.26,0.0728,2,716.52,486.45,35.41,East of USA,NA,ON_HOLD,90001,42,11,Hunting & Shooting Item #42,358.26,0,7/16/2022 05:00,Standard Class
DEBIT,3,4,140.04,915.01,Advance shipping,0,2,Cameras,Demo City,EE. UU.,XXXXXXXXX,Demo,7,Customer,Individual,Home Office,CA,XXXXXXXXX,90001,2,Electronics,51.3786,50.519,Pacific Asia,Demo City,Demo Country,7,8/31/2023 06:00,52,113,8.54,0.009,52,474.51,0.1489,2,949.02,940.48,140.04,Oceania,NA,COMPLETE,90001,113,2,Cameras Item #113,474.51,0,9/3/2023 06:00,Standard Class
DEBIT,1,2,37.38,304.34,Advance shipping,0,5,Men's Footwear,Demo City,EE. UU.,XXXXXXXXX,Demo,167,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,5,Apparel,-6.0277,-81.763,USCA,Demo City,Demo Country,167,10/14/2022 05:00,53,154,82.74,0.1988,53,138.74,0.1121,3,416.22,333.48,37.38,East of USA,NA,PENDING,90001,154,5,Men's Footwear Item #154,138.74,0,10/15/2022 05:00,Second Class
DEBIT,0,1,32.58,335.01,Shipping canceled,0,9,Basketball,Demo City,EE. UU.,XXXXXXXXX,Demo,820,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,4,Team Sports,26.0473,-66.3405,Europe,Demo City,Demo Country,820,6/4/2023 15:00,54,200,112.57,0.244,54,115.34,0.0934,4,461.36,348.79,32.58,Eastern Europe,NA,CANCELED,90001,200,9,Basketball Item #200,115.34,0,6/4/2023 15:00,First Class
DEBIT,1,1,102.17,535.91,Shipping on time,0,5,Men's Footwear,Demo City,EE. UU.,XXXXXXXXX,Demo,819,Customer,Individual,Home Office,CA,XXXXXXXXX,90001,5,Apparel,-7.8208,70.9789,Africa,Demo City,Demo Country,819,2/20/2023 17:00,55,160,78.19,0.1184,55,330.19,0.1755,2,660.38,582.19,102.17,West Africa,NA,COMPLETE,90001,160,5,Men's Footwear Item #160,330.19,0,2/21/2023 17:00,First Class
DEBIT,1,2,53.76,141.2,Advance shipping,0,2,Cameras,Demo City,EE. UU.,XXXXXXXXX,Demo,934,Customer,Individual,Consumer,CA,XXXXXXXXX,90001,2,Electronics,42.7445,33.1756,USCA,Demo City,Demo Country,934,12/2/2023 00:00,56,106,7.42,0.0432,56,85.84,0.3273,2,171.68,164.26,53.76,West of USA,NA,COMPLETE,90001,106,2,Cameras Item #106,85.84,0,12/3/2023 00:00,Second Class
